东坊工业坊创意产业园-东坊工业坊创意产业园（C-1#）（东坊工业坊创意产业园C-1#楼4层、5层装修工程）（四层至五层局部：办公区域及走道）,苏州工业园区娄葑东坊经济发展有限公司,苏州工业园区华云路1号,	320594201811150101,工业项目,734.20,8928.27,2018-11-15,2018-10-20,2019-2-16,,悉地（苏州）勘察设计顾问有限公司,诚信金泰建设管理（苏州）有限公司,苏州卓越建筑装饰工程有限公司,{'lng': 120.830034, 'lat': 31.321659}
望湖角李公堤三期出让地块（16）（苏州工业园区楠书房餐厅内装修工程）（1-2层）,苏州工业园区楠书房餐厅,苏州工业园区李公堤三期16号楼,	320594201811140101,工业项目,58.00,1513.72,2018-11-14,2018-11-5,2018-12-8,,苏州江南意造建筑设计有限公司,,苏州市九牛建筑装饰工程有限公司,{'lng': 120.700845, 'lat': 31.304882}
唯亭泾上地块动迁房项目（DK20130036地块）（1，2，3，4，5，8，地库，垃圾房，门卫1）智能化工程,苏州工业园区城市重建有限公司,苏州工业园区葑亭大道南、青灯街以东,	320594201811130401,工业项目,197.61,61142.15,2018-11-13,2018-7-1,2018-12-31,,江苏国贸酝领智能科技股份有限公司,江苏国信工程咨询监理有限公司,江苏南大尚诚高科技实业有限公司,{'lng': 120.795948, 'lat': 31.365371}
紫荆苑（5#、6#楼）（九龙医院专家楼A、专家楼B）改造、装修工程,苏州九苑房地产发展有限公司,苏州工业园区万盛街东、沈浒路南,	320594201811130301,工业项目,4918.03,13260.25,2018-11-13,2018-11-1,2019-6-30,,中衡设计集团股份有限公司,上海智达工程顾问有限公司,苏州瑞博建筑工程有限公司,{'lng': 120.732935, 'lat': 31.330191}
腾飞新苏升级改造项目（DK20130056地块）（原新苏工业坊）（A）（苏州工业园区鼎丰科技组装车间装修）（A幢二层局部：1~4轴与K~N轴区域）,苏州工业园区鼎丰科技有限公司,苏州工业园区星汉街5号腾飞新苏工业坊A幢02-07/08单元,	320594201811130201,工业项目,49.82,537.00,2018-11-13,2018-10-10,2018-12-18,,南京稼禾建设工程有限公司,,苏州浩云工业设备安装工程有限公司,{'lng': 120.829096, 'lat': 31.330094}
胜浦镇新胜路两侧旧镇改造二期（1区商业）苏州工业园区新胜宾馆改造工程,苏州工业园区新胜宾馆,苏州工业园区胜浦镇新胜路329号,	320594201811130101,工业项目,65.00,1418.00,2018-11-13,2018-9-20,2018-10-20,,北京清大原点建筑设计有限公司,,江苏华为建设有限公司,{'lng': 120.829658, 'lat': 31.307334}
润华环球大厦（一区苏惠路北、星海街西挂牌（C栋）（苏州工业园区学而思培优文化培训中心（环球188店）内装修工程））三层局部,苏州工业园区学而思培优文化培训中心有限公司,苏州工业园区苏惠路88号环球188购物中心3楼,	320594201811120101,工业项目,32.00,411.00,2018-11-12,2018-10-22,2018-10-31,,苏州宁泰消防工程技术有限公司,,苏州宁泰消防工程技术有限公司,{'lng': 120.677086, 'lat': 31.319646}
苏园土挂（2004）01号地块（东方之门）（含南、北地块）（东方之门）北楼22层楼天下初心社联合办公装修工程（22层）,苏州楼天下网络有限公司,东方之门北楼22层,	320594201811100201,工业项目,280.00,1500.00,2018-11-10,2018-10-25,2018-12-31,,江苏波纽斯建筑装饰工程有限公司,,江苏金皇冠装饰有限公司,{'lng': 120.685681, 'lat': 31.322306}
一区苏华路南、星汉街西出让地块-一区苏华路南、星汉街西出让地块（1）（东易日盛家居装饰集团股份有限公司苏州分公司室内改建工程）装修范围：14层局部,东易日盛家居装饰集团股份有限公司苏州分公司,苏州工业园区苏州大道西9号苏州国际财富广场1幢16层,	320594201811100101,工业项目,32.00,1779.87,2018-11-10,2018-9-26,2018-10-26,,广州博厦建筑设计研究院有限公司,,江苏永开园林建设工程有限公司,{'lng': 120.679808, 'lat': 31.321065}
DK20110157地块-项目名称	DK20110157地块（D）(苏州工业园区敏而学培训中心有限公司室内装修工程）地上3层局部,宣小飞,苏州工业园区唯正路16号联合生活广场1栋03021/03022/03061,	320594201811090201,工业项目,45.00,697.23,2018-11-9,2018-10-30,2018-11-29,,杭州华茗设计集团有限公司,,苏州市邦州建筑装饰工程有限公司,{'lng': 119.971925, 'lat': 31.689769}
苏州德威国际学校（DK20100176地块）-苏州德威国际学校（DK20100176地块）项目二期餐厅扩建（土建总承包）,苏州工业园区教育发展投资有限公司,三区苏胜路南、星华街东,	320594201811090101,工业项目,273.79,506.80,2018-11-9,2018-7-27,2018-12-11,苏州市建筑勘察院有限责任公司,启迪设计集团股份有限公司,苏州市科正工程管理咨询有限公司,江苏元田建设集团有限公司,{'lng': 120.765819, 'lat': 31.314968}
DK20140096地块（1#办公生产综合楼）装修工程(地上一层至五层局部：办公区域),苏州迅镭激光科技有限公司,青丘街东、港田路北,	320594201811080101,工业项目,650.00,6149.20,2018-11-8,2018-10-31,2018-12-31,,启迪设计集团股份有限公司,苏州市城建开发监理有限公司,江苏弘仁建设有限公司,
娄葑北区北新集团建材股份住宅产业化基地（17#轻质结构房屋生产项目）（昆山茂轩投资管理有限公司厂房消防改造工程）-昆山茂轩投资管理有限公司厂房消防改造工程）,昆山茂轩投资管理有限公司,苏州工业园区扬东路9号,	320594201811070301,工业项目,45.00,14687.59,2018-11-7,2018-10-15,2018-11-30,,杭州华茗设计集团有限公司,,苏州市消防工程有限公司,{'lng': 120.669464, 'lat': 31.346918}
